
73 25297285432 12573846931 35157554292
65 25167727035 12753468423 35441388143
57 25105149226 12509412463 34800514316
49 24796873381 12621016673 34737024191
41 24652926727 12313246763 34439387985
33 25291458243 12701482621 35578996171
25 25523100926 12568013408 35368427205
17 24818364411 12489211818 34975267256
9 25430933734 12387961110 34855070781
1 25025706874 12557753968 35185958377
